Phylum	Class	Order	Family	Species	N_genomes	BUSCO	genome_size	technology	Ploidy
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis lyrata subsp. petraea	2	NA	60.94	Illumina HiSeq2000	4
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis suecica	2	NA	292.65	PacBio Sequel	4
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis thaliana x Arabidopsis arenosa	2	NA	290.84	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis cardenasii	1	NA	336.17	PacBio; Illumina	2
Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos glauca	2	NA	307.4	PacBio Sequel II; Illumina HiSeq X	NA
Streptophyta	Magnoliopsida	Arecales	Arecaceae	Areca catechu	1	NA	784.94	PacBio	NA
Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia contorta	1	NA	59.77	Oxford Nanopore PromethION; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia fimbriata	1	NA	202.12	Oxford Nanopore	NA
Streptophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia tridentata subsp. tridentata	1	NA	1483.54	Illumina NovaSeq	NA
Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Asterochloris erici	1	NA	17.97	PacBio	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Astrephomenaceae	Astrephomene gubernaculifera	1	NA	124.52	Illumina HiSeq 2500; Sequel	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Auxenochlorella protothecoides	4	NA	38.87	Illumina; 454; PacBio	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Auxenochlorella pyrenoidosa	1	NA	14.24	454	NA
Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Avicennia marina subsp. marina	3	NA	145.48	NA	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlorococcaceae	Axilococcus clingmanii	1	NA	4.15	PacBio	NA
Streptophyta	Polypodiopsida	Salviniales	Salviniaceae	Azolla caroliniana	2	NA	1.49	NA	NA
Streptophyta	Polypodiopsida	Salviniales	Salviniaceae	Azolla mexicana	1	NA	1.53	NA	NA
Streptophyta	Polypodiopsida	Salviniales	Salviniaceae	Azolla microphylla	1	NA	1.52	NA	2
Streptophyta	Polypodiopsida	Salviniales	Salviniaceae	Azolla nilotica	1	NA	1.51	NA	NA
Streptophyta	Polypodiopsida	Salviniales	Salviniaceae	Azolla rubra	1	NA	1.48	NA	NA
Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus prasinos	2	NA	122.75	NA	NA
Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus sp. TOSAG39-1	1	NA	2.83	NA	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Bauhinia variegata	1	NA	84.53	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia darthvaderiana	1	NA	202.03	PacBio	NA
Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia loranthoides	1	NA	189.72	10x Genomics	NA
Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia masoniana	1	NA	212.33	PacBio	NA
Streptophyta	Magnoliopsida	Cucurbitales	Begoniaceae	Begonia peltatifolia	1	NA	88.5	10x Genomics	NA
Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta vulgaris subsp. cicla	1	NA	185.35	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta vulgaris subsp. maritima	1	NA	180.83	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta vulgaris subsp. vulgaris	10	98.37	448.86	454; Illumina GAIIx; Illumina HiSeq; Sanger	NA
Streptophyta	Magnoliopsida	Asterales	Asteraceae	Bidens hawaiensis	2	NA	1081.01	PacBio Sequel II CCS	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Biscutella laevigata subsp. laevigata	1	NA	107.96	NA	NA
Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Bletilla sinensis	1	NA	395.19	Illumina NovaSeq	NA
Streptophyta	Magnoliopsida	Rosales	Urticaceae	Boehmeria nivea var. tenacissima	1	NA	73.16	PacBio RSII; Oxford Nanopore; Illumina	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica balearica	1	NA	108.22	Nanopore sequencing	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica carinata	1	NA	845.95	Illumina; Nanopore; Hi-C	4
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica juncea var. tumida	1	NA	216.55	Illumina HiSeq; PacBio; Bionano	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica oleracea var. capitata	3	NA	163.4	NA	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica oleracea var. oleracea	2	99.46	436.18	Illumina GAII; Illumina HiSeq; 454	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica rapa subsp. pekinensis	1	NA	68	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica rapa subsp. rapa	1	NA	95.84	PacBio Sequel II	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica rapa subsp. trilocularis	1	NA	303.76	PacBio Sequel;Illumina MiSeq;Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica rapa x Raphanus sativus	1	NA	407.1	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Brassicales	Akaniaceae	Bretschneidera sinensis	1	NA	326.55	Pacbio hifi	NA
Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Bruguiera gymnorhiza	1	NA	87.95	PacBio RSII	NA
Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Bruguiera parviflora	1	NA	60.42	10x genomics sequencing technology	NA
Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Bruguiera sexangula	1	NA	77.95	10x genomics sequencing technology	NA
Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Buddleja alternifolia	1	NA	639.04	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia oleifera	1	NA	744.43	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia sinensis var. assamica	4	NA	841.36	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia sinensis var. lasiocalyx	1	NA	841.28	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia sinensis var. sinensis	4	NA	1980.82	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Campomanesia xanthocarpa	1	NA	5.61	Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Cannabis sativa subsp. indica	1	NA	193.93	454	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum annuum var. glabriusculum	1	NA	752.45	Illumina HiSeq 2000	NA
Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Carallia brachiata	1	NA	104.16	PacBio	NA
Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanea crenata	2	NA	240.55	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Castanospermum australe	1	NA	120.04	PacBio	NA
Streptophyta	Magnoliopsida	Fagales	Casuarinaceae	Casuarina equisetifolia subsp. incana	1	NA	91.86	Illumina HiSeq; PacBio	NA
Streptophyta	Magnoliopsida	Asterales	Asteraceae	Centrapalus pauciflorus	1	NA	410.36	Illumina HiSeq; PacBio RSII; PacBio Sequel	NA
Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Ceriops decandra	1	NA	68.97	10x genomics sequencing technology	NA
Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Ceriops tagal	1	NA	66.51	10x genomics sequencing technology	NA
Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Ceriops zippeliana	1	NA	71.8	MGI RS2000	NA
Streptophyta	Charophyceae	Charales	Characeae	Chara braunii	1	NA	1169.43	Illumina HiSEQ2000/2500	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Characiochloridaceae	Characiochloris sp. AAM3	1	NA	30.4	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Chenopodium pallidicaule	1	NA	106.03	Illumina HiSeq	2
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas applanata	1	NA	24.22	Illunima Miseq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas asymmetrica	1	NA	43.14	Illunima Miseq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas eustigma	1	NA	91.95	454 GS FLX+; Illumina	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas incerta	1	NA	129.46	PacBio Sequel	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas reinhardtii	5	NA	134.35	ABI 3739	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas schloesseri	1	NA	130.23	PacBio Sequel	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas sp. 3112	1	NA	37.28	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas sp. 3222	1	NA	37.27	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas sp. AIC	1	NA	16.74	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas sp. ICE-L	1	NA	151.4	PacBio Sequel; Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas sp. UWO 241	1	NA	178.46	Illumina HiSeq; PacBio RSII	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas sp. WS3	1	NA	36.71	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas sp. WS7	1	NA	36.71	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas sphaeroides	1	NA	38.1	Illunima Hiseq 2000	NA
Streptophyta	Magnoliopsida	Chloranthales	Chloranthaceae	Chloranthus sessilifolius	1	NA	620.67	Oxford Nanopore PromethION	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella desiccata (nom. nud.)	2	NA	31.03	PacBio Sequel	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella sorokiniana	6	NA	285.51	PacBio	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella sp. A99	1	NA	12.45	Illumina MiSeq; Illumina HiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella sp. ArM0029B	1	NA	26.85	Illumina HiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella sp. BAC 9706	1	NA	10.14	Illumina MiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella sp. CH2018	1	NA	18.45	Illumina HiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella sp. Dachan	1	NA	55.63	Illumina HiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella sp. KRBP	1	NA	40.66	Illumina HiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella variabilis	2	NA	51.84	Sanger	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella vulgaris	4	NA	15.64	Illumina NovaSeq	NA
Streptophyta	Chlorokybophyceae	Chlorokybales	Chlorokybaceae	Chlorokybus atmophyticus	1	NA	22.94	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chloromonas sp. AAM2	1	NA	32.48	Illumina HiSeq	NA
Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon primus	1	NA	128.94	Illumina HiSeq; PacBio	NA
Streptophyta	Magnoliopsida	Laurales	Lauraceae	Cinnamomum micranthum f. kanehirae	1	NA	574.36	PacBio	NA
Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Citrullus lanatus subsp. cordophanus	1	NA	105.17	PacBio; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus trifoliata	1	NA	85.92	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus x paradisi x Citrus trifoliata	1	NA	86.98	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Coelastrella sp. M60	1	NA	26.17	Illumina MiSeq	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Coelastrella sp. MACC-549	1	NA	73.96	Illumina MiSeq	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Coelastrella sp. UTEX B 3026	1	NA	145.07	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Coix lacryma-jobi var. lacryma-jobi	1	NA	468.78	Illumina HiSeq; PacBio RSII; PacBio Sequel	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Coix lacryma-jobi var. ma-yuen	1	NA	388.76	PacBio RSII	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia citriodora subsp. variegata	1	NA	440.46	Illumina HiSeq500; Illumina MiSeq; PacBio rsII	NA
Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis melo subsp. agrestis	3	NA	104.66	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis melo var. inodorus	1	NA	111.29	PacBio RSII	NA
Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucumis melo var. makuwa	2	NA	318.23	Illumina HiSeq 2500	NA
Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita argyrosperma subsp. argyrosperma	1	NA	207.86	Illumina HiSeq; Illumina MiSeq; PacBio RSII	NA
Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita argyrosperma subsp. sororia	1	NA	228.66	Illumina HiSeq4000; PacBio Sequel	NA
Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbita pepo subsp. pepo	2	98.11	262.79	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Cymbidium sinense	1	NA	968.9	Nanopore GridION X5	NA
Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Cymbomonas tetramitiformis	1	NA	84.33	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cynara cardunculus var. scolymus	2	98.82	550.22	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Apiales	Apiaceae	Daucus carota subsp. sativus	2	99.31	361.59	Illumina HiSeq; Roche 454; Sanger	NA
Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium chrysotoxum	1	NA	986.33	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium huoshanense	1	NA	359.11	PacBio Sequel; Illumina	NA
Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium hybrid cultivar	1	NA	228.05	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Dendrobium nobile	1	NA	866.13	PacBio Sequel; MGISEQ-2000	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Dendrocalamus latiflorus	1	NA	784.24	PacBio Sequel	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus armatus	2	NA	35.53	PacBio	NA
Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea cayenensis subsp. rotundata	6	92.43	476.3	Nanopore PromethION	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella primolecta	2	NA	56.41	NA	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella salina	1	NA	241.83	Illumina; Sanger	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella sp. M2	1	NA	6.27	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella sp. RO	1	NA	37.93	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella sp. WIN1	1	NA	38.06	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Dunaliella sp. YS1	1	NA	29.22	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Elaeagnaceae	Elaeagnus angustifolia	1	NA	181.77	Illumina	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Eleusine coracana subsp. coracana	2	NA	889.03	Illumina MiSeq, NextSeq; PacBIo RSII; Bionano Saphyr	NA
Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Ensete glaucum	1	NA	142.55	Oxford Nanopore PromethION	NA
Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia californica subsp. californica	1	NA	142.43	Illumina HiSeq 2500	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus cladocalyx	1	NA	155.87	Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus curtisii	1	NA	125.73	Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus fibrosa	1	NA	168.67	Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus lansdowneana	1	NA	181.28	Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus leucophloia subsp. euroa	1	NA	163.08	Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus paniculata subsp. matutina	1	NA	168.09	Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus polyanthemos subsp. polyanthemos	1	NA	172.59	Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus rudis	1	NA	598.29	PacBio Sequel II HiFi	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus shirleyi	1	NA	170.71	Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus sideroxylon x Eucalyptus melliodora	1	NA	172.62	Oxford Nanopore MinION	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Eudorina sp. 2006-703-Eu-15	2	NA	51.45	PacBio; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria bidentis	1	NA	330.35	Illumina HiSeq 2000	NA
Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria brownii	1	NA	304.5	Illumina HiSeq 2000	NA
Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria floridana	1	NA	520.45	Illumina HiSeq 2000	NA
Streptophyta	Magnoliopsida	Asterales	Asteraceae	Flaveria robusta	1	NA	165.22	Illumina HiSeq 2000	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria vesca subsp. vesca	2	98.93	213.52	454; Solexa	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria x ananassa	3	NA	433.69	Illumina HiSeq2500; Illumina HiSeqX Ten	NA
Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus angustifolia subsp. angustifolia	1	NA	228.7	NA	2
Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus angustifolia subsp. oxycarpa	1	NA	239.14	NA	NA
Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus angustifolia subsp. syriaca	1	NA	195.73	NA	NA
Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus sp. 1973-6204	1	NA	308.14	NA	NA
Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus sp. D2006-0159	1	NA	232.9	NA	NA
Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium porrigens var. tenue	1	NA	140.34	Illumina NextSeq	NA
Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Gastrodia elata f. glauca	1	NA	327.4	Illumina	NA
Streptophyta	Gnetopsida	Gnetales	Gnetaceae	Gnetum montanum	1	NA	658.97	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Gonium pectorale	1	NA	118.57	454; Illumina MiSeq; ABI3730	NA
Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium anomalum	1	NA	892.12	PacBio Sequel; HiC	2
Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium laxum	1	NA	686.5	Illumina HiSeq 2500	2
Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium stocksii	1	NA	1064.27	PacBio; Illumina NovaSeq	2
Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Gynochthodes officinalis	1	NA	136.05	Oxford Nanopore PromethION; Illumina NovaSeq	NA
Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Gynostemma pentaphyllum	1	NA	163.41	PacBio Sequel	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus lacustris	2	NA	133.12	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus sp. NG2	1	NA	23.71	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Saxifragales	Hamamelidaceae	Hamamelis virginiana	1	NA	493.34	Illumina NextSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Helicosporidium sp. ATCC 50920	1	NA	16.66	Illumina HiSeq; Illumina GAIIx	NA
Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Heliosperma pusillum	1	NA	1319.4	PacBio; Illumina	NA
Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Hemerocallis citrina	1	NA	1067.43	PacBio	NA
Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus mutabilis	1	NA	752.74	Oxford Nanopore PromethION	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum marinum	1	NA	1062.84	PacBio Sequel; Illumina	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum vulgare subsp. spontaneum	1	NA	1184.38	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum vulgare subsp. vulgare	21	98.67	3005.03	NA	NA
Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Humulus lupulus var. cordifolius	1	NA	530.13	Illumina GA IIx	NA
Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Humulus lupulus var. lupulus	1	NA	530.17	Illumina GA IIx and HiSeq 2000	NA
Streptophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex paraguariensis	1	NA	369.41	NA	2
Streptophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens glandulifera	2	NA	179.28	NA	2
Streptophyta	Lycopodiopsida	Isoetales	Isoetaceae	Isoetes taiwanensis	1	NA	431.11	Oxford Nanopore GridION and Illumina NovaSeq6000	NA
Streptophyta	Magnoliopsida	Lamiales	Bignoniaceae	Jacaranda mimosifolia	1	NA	197.01	PacBio Sequel	2
Streptophyta	Magnoliopsida	Fagales	Juglandaceae	Juglans microcarpa x Juglans regia	3	98.62	451.48	PacBio	NA
Streptophyta	Klebsormidiophyceae	Klebsormidiales	Klebsormidiaceae	Klebsormidium nitens	1	NA	107.31	454; Illumina GAIIx	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus sativus	1	NA	1998.95	NA	2
Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Leptodermis oblonga	1	NA	141.95	PacBio RSII; Illumina	NA
Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Litchi chinensis	3	NA	132.91	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium multiflorum	1	NA	1230.56	Illumina HiSeq; 10x Chromium	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium rigidum	1	NA	679.57	Oxford Nanopore PromethION; Oxford Nanopore MinION	2
Streptophyta	Marchantiopsida	Lunulariales	Lunulariaceae	Lunularia cruciata	1	NA	181.81	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Lycium barbarum	1	NA	460.86	PacBio Sequel; Illumina HiSeq	2
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Macrotyloma uniflorum	2	NA	88.41	Illumina HiSeq2000; Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia officinalis	1	NA	525.56	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus sieversii	1	NA	194.04	Nanopore	2
Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Manihot esculenta subsp. flabellifolia	1	NA	113.39	Illumina GAII; Illumina HiSeq; 454	NA
Streptophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia polymorpha subsp. montivagans	1	NA	70.89	PacBio Sequel	NA
Streptophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia polymorpha subsp. polymorpha	1	NA	70.34	PacBio Sequel	NA
Streptophyta	Marchantiopsida	Marchantiales	Marchantiaceae	Marchantia polymorpha subsp. ruderalis	2	NA	807.02	NA	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago ruthenica	1	NA	246.14	Illumina HiSeq; PacBio; HI-C; 10x	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca alternifolia	1	NA	108.96	PacBio Sequel; Illumina HiSeq	NA
Streptophyta	Mesostigmatophyceae	Mesostigmatales	Mesostigmataceae	Mesostigma viride	3	NA	122.54	PacBio RSII; Illumina; Bionano	NA
Streptophyta	Zygnemophyceae	Zygnematales	Mesotaeniaceae	Mesotaenium endlicherianum	1	NA	50.36	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Messastrum gracile	1	NA	19.79	Illumina NovaSeq	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Metrosideros polymorpha var. glaberrima	1	NA	80.6	HiSeq2500	NA
Streptophyta	Magnoliopsida	Arecales	Arecaceae	Metroxylon sagu	1	NA	189.54	Illumina HiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Micractinium conductrix	1	NA	103.31	PacBio	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Microglena sp. YARC	1	NA	144.17	PacBio	NA
